D1,D2,D3,D4,D5,D6,D7,D8
0.216267173749163,0.244073000170561,0.24090338770389,0.323418516966904,0.411579925849155,0.326968411126827,0.130356539897525,0.147727443467809
0.219542596264297,0.297202797202797,0.24090338770389,0.359364735311439,0.364567862981206,0.343705799151344,0.0959222366113071,0.125016903313049
0.213299468207203,0.26189663994542,0.24090338770389,0.294810962763277,0.402968170696526,0.327439886845827,0.119290564634896,0.0568176695965743
0.216472835068922,0.279038035135596,0.24090338770389,0.416937153543044,0.426858846281239,0.36020744931636,0.111906534981957,0.136383442265795
0.215756107339919,0.313661947808289,0.24090338770389,0.323450999678209,0.397957112177193,0.245874587458746,0.113142912480289,0.0908947487040793
0.215449204780317,0.27972027972028,0.24090338770389,0.344979751431364,0.458346243843022,0.360678925035361,0.119903383135113,0.147704905717076
0.218110296748136,0.314003070100631,0.24090338770389,0.359527148867962,0.395531717115596,0.310702498821311,0.130354526054169,0.0909022612876568
0.224763670317119,0.314344192392973,0.24090338770389,0.380893487064595,0.448847670231748,0.311173974540311,0.126052713492517,0.0795432349184885
0.22210234190665,0.261555517653079,0.24090338770389,0.294681031918059,0.418813372794974,0.278877887788779,0.122363719431081,0.124994365562317
0.218519071061315,0.331144465290807,0.24090338770389,0.280393496171897,0.446016261899928,0.278642149929279,0.11682922141725,0.136353391931485
0.217802895031828,0.314003070100631,0.24090338770389,0.359559631579267,0.437810520017523,0.393210749646393,0.130973050443894,0.0909097738712343
0.222204003488983,0.348285860480982,0.24090338770389,0.301954730636358,0.381908903443634,0.212635549269213,0.119907075181266,0.113620314025994
0.219850418323093,0.279379157427938,0.24090338770389,0.352318415572273,0.389911638690928,0.261904761904762,0.118059221744954,0.0795432349184885
0.213402128102946,0.296520552618114,0.24090338770389,0.345012234142669,0.39904693727095,0.294200848656294,0.122977880493535,0.147719930884231
0.21841777727866,0.330462220706123,0.24090338770389,0.37371723648021,0.40353445236289,0.327204148986327,0.111293380841181,0.159109007587709
0.228858165200133,0.27972027972028,0.24090338770389,0.352253450149663,0.468977380787025,0.245638849599246,0.126667545836089,0.136345879347908
0.216881688196317,0.296179430325772,0.24090338770389,0.366768364874957,0.403737458998002,0.295143800094295,0.102686734952843,0.125009390729472
0.220463120043264,0.27972027972028,0.24090338770389,0.294583583784145,0.475847552701591,0.229372937293729,0.116215731635915,0.0909022612876568
0.226402445566611,0.296179430325772,0.24090338770389,0.287537264044978,0.453292447084718,0.294908062234795,0.112523716809445,0.125016903313049
0.219952263805265,0.27972027972028,0.24090338770389,0.3809259697759,0.383768016838866,0.328382838283828,0.110065058716273,0.0568176695965743
0.214425127877818,0.314344192392973,0.24090338770389,0.388362082050722,0.364973876251429,0.22960867515323,0.124820699321456,0.147734956051386
0.216676631118886,0.27972027972028,0.24090338770389,0.258897227130046,0.423097881251803,0.213107024988213,0.120516201635329,0.0909097738712343
0.224149917740726,0.262237762237762,0.24090338770389,0.301987213347662,0.44322759180708,0.344413012729844,0.112524052450004,0.0681766959657426
0.218724154410151,0.331144465290807,0.24090338770389,0.366865813008871,0.378350945049309,0.294436586515794,0.110063380513476,0.0908947487040793
0.220669254248323,0.314003070100631,0.24090338770389,0.352123519304445,0.378959964954644,0.261669024045262,0.119903047494553,0.102261287656825
0.219440251625421,0.27972027972028,0.24090338770389,0.266105960425736,0.436154413257402,0.376709099481377,0.114984388745973,0.193178574111637
0.21606295735671,0.296861674910455,0.24090338770389,0.287667194890196,0.426816108042268,0.343705799151344,0.115597878527308,0.102268800240403
0.221896785672514,0.244755244755245,0.24090338770389,0.337900948980893,0.385466861837958,0.212871287128713,0.112527744496157,0.147742468634964
0.219748047412811,0.313661947808289,0.24090338770389,0.294648549206754,0.342942314061949,0.344177274870344,0.125441908835656,0.102268800240403
0.223330897915658,0.27972027972028,0.24090338770389,0.366735882163652,0.372004316562136,0.279113625648279,0.113752374574912,0.147742468634964
0.216984873520171,0.26189663994542,0.24090338770389,0.366638434029738,0.467684549058156,0.376473361621877,0.122360027384928,0.0908947487040793
0.221282770382066,0.348285860480982,0.24090338770389,0.337900948980893,0.431666898165461,0.376001885902876,0.124206202618443,0.0681691833821651
0.217598836267808,0.262237762237762,0.24090338770389,0.302052178770271,0.386396418535574,0.327204148986327,0.12605103528972,0.124979340395162
0.224865174271018,0.27972027972028,0.24090338770389,0.35929976988883,0.420832754586347,0.327911362564828,0.114982710543176,0.159078957253399
0.218724863738101,0.348285860480982,0.24090338770389,0.280296048037984,0.411537187610184,0.294672324375295,0.110062709232358,0.181797009991736
0.222818806921598,0.279379157427938,0.24090338770389,0.294518618361536,0.392176765356383,0.278170674210278,0.103919084764463,0.13636841709864
0.219646018030801,0.314344192392973,0.24090338770389,0.294810962763277,0.453495453719829,0.310702498821311,0.123593048477667,0.204545113064383
0.218827024477139,0.313661947808289,0.24090338770389,0.373684753768905,0.417723547701217,0.279113625648279,0.124208216461799,0.136353391931485
0.213606607209455,0.331144465290807,0.24090338770389,0.309130981220743,0.41525541440065,0.311409712399811,0.123589692072073,0.0909022612876568
0.217803262831506,0.244755244755245,0.24090338770389,0.330692215685203,0.475484277670339,0.311173974540311,0.118056872261039,0.0454586432274059
0.222000023539179,0.279379157427938,0.24090338770389,0.323418516966904,0.451476071928456,0.376709099481377,0.11313720659078,0.0340921042746601
0.215141960692443,0.314003070100631,0.24090338770389,0.32332106883299,0.469703930849529,0.311881188118812,0.119901704932316,0.0568026444294193
0.217598809996403,0.26189663994542,0.24090338770389,0.265878581446604,0.41675125276463,0.196605374823197,0.122978216134094,0.136353391931485
0.219748310126867,0.314344192392973,0.24090338770389,0.266138443137041,0.410041349246204,0.343705799151344,0.120519558040923,0.17043047103899
0.217700839378413,0.296179430325772,0.24090338770389,0.337803500846979,0.418813372794974,0.344413012729844,0.113755730980506,0.159078957253399
0.2235355346506,0.279038035135596,0.24090338770389,0.373684753768905,0.444883698567201,0.245167373880245,0.114372577167434,0.0681616707985876
0.221283190724554,0.279038035135596,0.24090338770389,0.330562284839985,0.459639075571891,0.392975011786893,0.107604051139186,0.102268800240403
0.217496228914876,0.314003070100631,0.24090338770389,0.309228429354657,0.430374066436592,0.311173974540311,0.12174821580639,0.159109007587709
0.222103208863033,0.227272727272727,0.24090338770389,0.438400939873591,0.466188710694176,0.311881188118812,0.118058214823276,0.113635339193149
0.221692648094277,0.279038035135596,0.24090338770389,0.309033533086829,0.415095146004509,0.213107024988213,0.11498573130821,0.113642851776726
0.219338222243411,0.279379157427938,0.24090338770389,0.352383380994882,0.383928285235007,0.35997171145686,0.106377071576516,0.0681766959657426
0.212276153175465,0.26189663994542,0.24090338770389,0.323418516966904,0.349085935914011,0.311173974540311,0.127893182836522,0.124986852978739
0.219337959529355,0.296520552618114,0.24090338770389,0.330789663819117,0.408182235850972,0.36044318717586,0.114982374902617,0.102253775073248
0.225070572876721,0.279379157427938,0.24090338770389,0.438498388007504,0.411173912578932,0.36044318717586,0.124823048805371,0.124994365562317
0.22261367102995,0.26189663994542,0.24090338770389,0.30932587748857,0.46392358402872,0.294436586515794,0.11989969108896,0.0454661558109834
0.221386559948247,0.297202797202797,0.24090338770389,0.301922247925053,0.379686515017149,0.261669024045262,0.121746201963034,0.125001878145894
0.218212720201229,0.244073000170561,0.24090338770389,0.273184762876208,0.353573451005951,0.326968411126827,0.12543452474335,0.0909097738712343
0.217803735716806,0.27972027972028,0.24090338770389,0.280523427017116,0.390317651961151,0.310702498821311,0.122362041228284,0.0795582600856435
0.223228605819593,0.297202797202797,0.24090338770389,0.359592114290572,0.444926436806171,0.36044318717586,0.112522374247207,0.0909172864548118
0.222511851819184,0.261555517653079,0.24090338770389,0.287472298622369,0.394196147147757,0.376709099481377,0.103303581139772,0.0909097738712343
0.220157110711451,0.331485587583149,0.24090338770389,0.302019696058967,0.456284123812678,0.213107024988213,0.121136068587292,0.102268800240403
0.214118540575082,0.296520552618114,0.24090338770389,0.345174647699192,0.485388864551836,0.343705799151344,0.123592712837108,0.159109007587709
0.22005502878663,0.296179430325772,0.24090338770389,0.381055900621118,0.413962582671781,0.311409712399811,0.121133047822258,0.0909022612876568
0.223842542295824,0.279379157427938,0.24090338770389,0.359397218022744,0.458912525509386,0.310938236680811,0.114367878199603,0.102253775073248
0.222613960015411,0.227272727272727,0.24090338770389,0.402617135085578,0.422371331189298,0.40994813767091,0.111908548825313,0.102268800240403
0.217700235136085,0.278696912843254,0.24090338770389,0.244349829693448,0.44322759180708,0.311173974540311,0.113138213512458,0.102261287656825
0.218417829821471,0.27972027972028,0.24090338770389,0.316209783671214,0.400179500603678,0.344413012729844,0.133433051099303,0.102283825407558
0.223330214859114,0.261555517653079,0.24090338770389,0.352285932860968,0.482760462855128,0.245874587458746,0.114985060027091,0.124994365562317
0.221692910808333,0.278696912843254,0.24090338770389,0.309098498509438,0.439103351746391,0.310702498821311,0.111295730325097,0.0681917211328976
0.218212746472635,0.29583830803343,0.24090338770389,0.34494726872006,0.406120115820628,0.35997171145686,0.11191022702811,0.147719930884231
0.220361799989204,0.296520552618114,0.24090338770389,0.352188484727054,0.443067323410939,0.228901461574729,0.119905396978469,0.0681917211328976
